"SA1","Total population","Ethnicity-raw-count","Ethnicity-index","Ethnicity-raw-normalized","Ethnicity-norm-index","Mobility-raw-pct","Mobility-index","Generation-raw-SI","Generation-index","Income-raw-SI","Income-index","Education-raw-SI","Education-index"
1104213,595,NA,2,NA,1,NA,3,NA,1,NA,1,NA,1
1104214,510,NA,2,NA,1,NA,2,NA,1,NA,2,NA,1
1104215,360,NA,1,NA,1,NA,2,NA,1,NA,2,NA,1
1104216,337,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1104217,429,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1104218,432,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1104219,361,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1
1104220,499,NA,2,NA,1,NA,2,NA,1,NA,1,NA,1
1104221,493,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1104222,407,NA,1,NA,1,NA,2,NA,1,NA,2,NA,1
1104223,344,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1104224,484,NA,1,NA,1,NA,2,NA,1,NA,2,NA,1
1104225,486,NA,2,NA,1,NA,2,NA,1,NA,2,NA,1
1104226,429,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1104227,336,NA,1,NA,1,NA,3,NA,1,NA,2,NA,1
1104228,430,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1104229,300,NA,1,NA,2,NA,3,NA,2,NA,1,NA,1
1104230,408,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1104231,561,NA,2,NA,1,NA,3,NA,1,NA,1,NA,1
1104232,331,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1104233,423,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1104301,141,NA,1,NA,3,NA,3,NA,1,NA,1,NA,1
1104302,362,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1104303,511,NA,1,NA,1,NA,2,NA,1,NA,2,NA,1
1104304,377,NA,1,NA,1,NA,2,NA,1,NA,2,NA,2
1104305,369,NA,2,NA,2,NA,3,NA,1,NA,3,NA,2
1104306,NA,NA,1,NA,3,NA,3,NA,1,NA,1,NA,1
1104307,284,NA,1,NA,2,NA,2,NA,1,NA,2,NA,3
1104308,257,NA,1,NA,2,NA,2,NA,1,NA,3,NA,2
1104309,376,NA,1,NA,1,NA,1,NA,1,NA,2,NA,1
1104310,193,NA,1,NA,2,NA,2,NA,1,NA,2,NA,1
1104311,450,NA,2,NA,2,NA,3,NA,1,NA,2,NA,1
1104312,815,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1104313,403,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1
1104314,198,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1104315,393,NA,1,NA,1,NA,1,NA,1,NA,2,NA,2
1104316,330,NA,1,NA,2,NA,2,NA,1,NA,1,NA,1
1104317,383,NA,2,NA,2,NA,3,NA,1,NA,1,NA,1
1104318,325,NA,2,NA,3,NA,3,NA,1,NA,2,NA,2
1104319,422,NA,2,NA,1,NA,2,NA,1,NA,2,NA,1
1104320,427,NA,1,NA,1,NA,2,NA,1,NA,3,NA,2
1104321,337,NA,1,NA,1,NA,3,NA,1,NA,2,NA,1
1104322,310,NA,1,NA,1,NA,1,NA,1,NA,3,NA,2
1104323,463,NA,1,NA,1,NA,1,NA,1,NA,2,NA,1
1104324,532,NA,2,NA,1,NA,2,NA,1,NA,3,NA,2
1104325,438,NA,2,NA,1,NA,3,NA,1,NA,2,NA,1
1104326,599,NA,2,NA,1,NA,3,NA,1,NA,3,NA,2
1104327,381,NA,1,NA,1,NA,2,NA,1,NA,2,NA,1
1104328,264,NA,1,NA,2,NA,2,NA,1,NA,3,NA,3
1104329,284,NA,1,NA,1,NA,1,NA,1,NA,2,NA,1
1104330,577,NA,1,NA,1,NA,2,NA,1,NA,2,NA,1
1104401,320,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1104402,376,NA,1,NA,1,NA,2,NA,1,NA,2,NA,1
1104403,243,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1104404,628,NA,1,NA,1,NA,2,NA,1,NA,2,NA,1
1104405,284,NA,1,NA,1,NA,2,NA,1,NA,3,NA,1
1104406,285,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1104407,439,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1104408,294,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1104409,350,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1104410,221,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1104411,309,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1104412,547,NA,1,NA,1,NA,2,NA,1,NA,2,NA,1
1104413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1104414,468,NA,1,NA,1,NA,1,NA,1,NA,2,NA,1
1104415,408,NA,1,NA,1,NA,2,NA,1,NA,2,NA,1
1104416,665,NA,2,NA,1,NA,2,NA,1,NA,1,NA,1
1104417,524,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1104418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1104419,465,NA,1,NA,1,NA,1,NA,1,NA,3,NA,2
1104420,297,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1104421,283,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1104422,452,NA,1,NA,1,NA,2,NA,1,NA,2,NA,1
1104423,477,NA,1,NA,1,NA,2,NA,1,NA,2,NA,1
1104424,293,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1
1104425,215,NA,1,NA,1,NA,2,NA,1,NA,2,NA,1
1104426,370,NA,1,NA,1,NA,2,NA,1,NA,2,NA,1
1104427,250,NA,1,NA,1,NA,3,NA,1,NA,2,NA,1
1104428,373,NA,1,NA,1,NA,2,NA,1,NA,2,NA,1
1104429,504,NA,1,NA,1,NA,2,NA,1,NA,2,NA,1
1104430,285,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1104431,301,NA,1,NA,1,NA,3,NA,1,NA,2,NA,1
1104432,266,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1104433,342,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1104434,621,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1104435,316,NA,1,NA,1,NA,2,NA,1,NA,3,NA,2
1104436,455,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1104437,286,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1104438,392,NA,1,NA,1,NA,2,NA,1,NA,3,NA,2
1104439,386,NA,1,NA,1,NA,2,NA,1,NA,2,NA,1
1104440,356,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1104441,353,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1104442,388,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1104443,238,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1104444,339,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1104445,419,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1104446,611,NA,2,NA,1,NA,2,NA,1,NA,1,NA,1
1104447,497,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1104448,363,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1104449,345,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1
1104450,386,NA,1,NA,1,NA,2,NA,1,NA,3,NA,1
1104451,408,NA,1,NA,1,NA,2,NA,1,NA,2,NA,1
1104452,207,NA,1,NA,2,NA,2,NA,1,NA,2,NA,1
1104453,361,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1104454,195,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1104455,434,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1104456,402,NA,1,NA,1,NA,2,NA,1,NA,3,NA,1
1104457,344,NA,1,NA,1,NA,1,NA,1,NA,2,NA,1
1104458,349,NA,1,NA,1,NA,2,NA,1,NA,2,NA,1
1104459,371,NA,1,NA,1,NA,2,NA,1,NA,3,NA,2
1104501,435,NA,1,NA,1,NA,3,NA,1,NA,2,NA,1
1104502,342,NA,1,NA,1,NA,2,NA,1,NA,2,NA,1
1104503,288,NA,1,NA,1,NA,3,NA,1,NA,2,NA,1
1104504,563,NA,1,NA,1,NA,3,NA,1,NA,2,NA,1
1104505,555,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1104506,598,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1104507,543,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1104508,367,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1104509,397,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1
1104510,622,NA,1,NA,1,NA,2,NA,1,NA,2,NA,1
1104511,607,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1104512,422,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1104513,680,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1104514,477,NA,1,NA,1,NA,2,NA,1,NA,3,NA,1
1104515,335,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1104516,585,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1104517,283,NA,1,NA,2,NA,2,NA,1,NA,3,NA,1
1104518,638,NA,2,NA,1,NA,3,NA,1,NA,1,NA,1
1104519,306,NA,1,NA,1,NA,1,NA,1,NA,2,NA,1
1104520,NA,NA,NA,NA,NA,NA,3,NA,1,NA,NA,NA,1
1104521,444,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1104522,384,NA,1,NA,1,NA,3,NA,1,NA,2,NA,1
1104523,295,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1104524,614,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1104601,402,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1104602,273,NA,1,NA,1,NA,2,NA,1,NA,2,NA,1
1104603,451,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1104604,439,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1104605,240,NA,1,NA,2,NA,1,NA,1,NA,1,NA,1
1104606,382,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1104607,473,NA,1,NA,1,NA,1,NA,1,NA,2,NA,1
1104608,497,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1104609,462,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1104610,255,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1104611,278,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1104612,291,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1104613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1104614,300,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1104615,264,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1
1104616,457,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1104617,425,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1104618,507,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1104619,474,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1104620,397,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1104621,290,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1104622,283,NA,1,NA,1,NA,2,NA,1,NA,2,NA,1
1104623,15,NA,1,NA,3,NA,1,NA,1,NA,1,NA,1
1104624,476,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1104625,638,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1104701,503,NA,2,NA,1,NA,1,NA,1,NA,2,NA,1
1104702,243,NA,1,NA,1,NA,2,NA,1,NA,2,NA,2
1104703,212,NA,1,NA,1,NA,1,NA,1,NA,3,NA,2
1104704,610,NA,1,NA,1,NA,2,NA,1,NA,2,NA,1
1104705,492,NA,1,NA,1,NA,2,NA,1,NA,2,NA,1
1104706,423,NA,1,NA,1,NA,2,NA,1,NA,3,NA,2
1104707,523,NA,1,NA,1,NA,1,NA,1,NA,2,NA,1
1104708,601,NA,1,NA,1,NA,2,NA,1,NA,3,NA,1
1104709,481,NA,1,NA,1,NA,2,NA,1,NA,2,NA,1
1104710,276,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1104711,487,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1104712,482,NA,1,NA,1,NA,1,NA,1,NA,3,NA,2
1104713,670,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1104714,202,NA,1,NA,2,NA,1,NA,1,NA,3,NA,2
1104715,446,NA,1,NA,1,NA,2,NA,1,NA,3,NA,1
1104716,449,NA,1,NA,1,NA,2,NA,1,NA,2,NA,1
1104717,350,NA,1,NA,1,NA,2,NA,1,NA,3,NA,2
1104718,397,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1104719,646,NA,1,NA,1,NA,2,NA,1,NA,2,NA,1
1104720,269,NA,1,NA,1,NA,2,NA,1,NA,2,NA,2
1104721,491,NA,1,NA,1,NA,2,NA,1,NA,2,NA,2
1104722,522,NA,1,NA,1,NA,2,NA,1,NA,2,NA,1
1104723,302,NA,1,NA,1,NA,2,NA,1,NA,2,NA,2
1104724,356,NA,1,NA,1,NA,1,NA,1,NA,3,NA,1
1104725,284,NA,1,NA,2,NA,2,NA,1,NA,1,NA,1
1104726,344,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1
1104727,358,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1104728,589,NA,1,NA,1,NA,2,NA,1,NA,2,NA,1
1104729,543,NA,1,NA,1,NA,2,NA,1,NA,2,NA,1
1104730,326,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1
1104731,572,NA,1,NA,1,NA,2,NA,1,NA,2,NA,1
1104732,437,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1
1104733,182,NA,1,NA,2,NA,1,NA,1,NA,1,NA,1
1104734,267,NA,1,NA,1,NA,2,NA,1,NA,2,NA,1
1104735,500,NA,1,NA,1,NA,2,NA,1,NA,2,NA,1
1104736,509,NA,1,NA,1,NA,2,NA,1,NA,2,NA,1
1104737,14,NA,1,NA,3,NA,1,NA,1,NA,1,NA,1
1104801,292,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1
1104802,395,NA,1,NA,1,NA,2,NA,1,NA,2,NA,1
1104803,523,NA,1,NA,1,NA,2,NA,1,NA,2,NA,1
1104804,332,NA,1,NA,1,NA,2,NA,1,NA,2,NA,1
1104805,373,NA,1,NA,1,NA,1,NA,1,NA,2,NA,1
1104806,276,NA,1,NA,1,NA,1,NA,1,NA,2,NA,1
1104807,538,NA,1,NA,1,NA,2,NA,1,NA,2,NA,1
1104808,289,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1104809,394,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1104810,571,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1104811,582,NA,1,NA,1,NA,2,NA,1,NA,2,NA,1
1104812,533,NA,1,NA,1,NA,3,NA,1,NA,2,NA,1
1104813,546,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1104814,662,NA,2,NA,1,NA,2,NA,1,NA,1,NA,1
1104815,356,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1104816,328,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1104817,448,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1104818,566,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1104819,492,NA,2,NA,1,NA,2,NA,1,NA,1,NA,1
1104820,246,NA,1,NA,3,NA,3,NA,1,NA,1,NA,1
1104821,545,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1104822,559,NA,1,NA,1,NA,3,NA,1,NA,2,NA,1
1104823,304,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1104824,621,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1104825,448,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1104826,399,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1104827,516,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1104828,514,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1104829,460,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1104830,495,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1104831,386,NA,1,NA,1,NA,1,NA,1,NA,3,NA,1
1104832,493,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1
1104833,478,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1104834,317,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1104835,290,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1104836,525,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1104837,549,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1104838,314,NA,1,NA,1,NA,2,NA,1,NA,2,NA,1
1104839,818,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1104840,342,NA,1,NA,1,NA,2,NA,1,NA,2,NA,1
1104841,342,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1104842,349,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1
1104843,376,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1104844,289,NA,1,NA,1,NA,2,NA,1,NA,2,NA,1
1104845,439,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1104846,509,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1104847,267,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1104901,433,NA,1,NA,1,NA,2,NA,1,NA,3,NA,2
1104902,324,NA,1,NA,1,NA,1,NA,1,NA,3,NA,2
1104903,388,NA,1,NA,1,NA,2,NA,1,NA,3,NA,1
1104904,346,NA,1,NA,1,NA,1,NA,1,NA,2,NA,1
1104905,469,NA,1,NA,1,NA,2,NA,1,NA,3,NA,3
1104906,270,NA,1,NA,1,NA,2,NA,1,NA,2,NA,1
1104907,198,NA,1,NA,2,NA,1,NA,1,NA,2,NA,3
1104908,188,NA,1,NA,1,NA,2,NA,1,NA,2,NA,2
1104909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1104910,387,NA,1,NA,1,NA,1,NA,1,NA,3,NA,2
1105001,610,NA,1,NA,1,NA,2,NA,1,NA,2,NA,1
1105002,338,NA,1,NA,1,NA,2,NA,1,NA,2,NA,1
1105003,479,NA,1,NA,1,NA,2,NA,1,NA,2,NA,1
1105004,303,NA,1,NA,1,NA,1,NA,1,NA,3,NA,1
1105005,397,NA,1,NA,1,NA,2,NA,1,NA,2,NA,1
1105006,388,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1
1105007,393,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1105008,642,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1105009,428,NA,1,NA,1,NA,2,NA,1,NA,2,NA,1
1105010,304,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1105011,429,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1105012,352,NA,1,NA,1,NA,1,NA,1,NA,2,NA,1
1105013,386,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1
1105014,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,1
1105015,278,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1105016,NA,NA,1,NA,3,NA,NA,NA,1,NA,1,NA,1
1105017,403,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1105018,318,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1105019,406,NA,1,NA,1,NA,2,NA,1,NA,2,NA,1
1105020,319,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1105021,391,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1105022,429,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1105023,822,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1105024,370,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1105025,345,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1
1105026,516,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1105101,530,NA,1,NA,1,NA,2,NA,1,NA,3,NA,2
1105102,356,NA,1,NA,1,NA,3,NA,1,NA,2,NA,2
1105103,247,NA,1,NA,1,NA,1,NA,1,NA,2,NA,1
1105104,175,NA,1,NA,3,NA,2,NA,1,NA,2,NA,1
1105105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1105106,446,NA,1,NA,1,NA,1,NA,1,NA,3,NA,1
1105107,95,NA,1,NA,2,NA,1,NA,1,NA,1,NA,1
1105108,454,NA,1,NA,1,NA,2,NA,1,NA,3,NA,1
1105109,286,NA,1,NA,1,NA,2,NA,1,NA,2,NA,2
1105110,359,NA,1,NA,1,NA,2,NA,1,NA,3,NA,3
1105111,286,NA,1,NA,1,NA,3,NA,1,NA,2,NA,2
1105112,306,NA,1,NA,1,NA,3,NA,1,NA,2,NA,2
1105113,349,NA,1,NA,1,NA,2,NA,1,NA,2,NA,1
1105114,347,NA,1,NA,1,NA,2,NA,1,NA,3,NA,2
1105115,275,NA,1,NA,1,NA,2,NA,1,NA,2,NA,2
1105116,274,NA,1,NA,1,NA,2,NA,1,NA,3,NA,2
1105201,536,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1105202,494,NA,1,NA,1,NA,2,NA,1,NA,3,NA,1
1105203,343,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1105204,432,NA,1,NA,1,NA,2,NA,1,NA,2,NA,1
1105205,516,NA,1,NA,1,NA,2,NA,1,NA,2,NA,1
1105206,386,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1105207,431,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1105208,364,NA,1,NA,1,NA,2,NA,1,NA,2,NA,1
1105209,351,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1105210,318,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1105211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1105212,NA,NA,1,NA,3,NA,3,NA,1,NA,NA,NA,1
1105213,246,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1105214,259,NA,1,NA,1,NA,3,NA,1,NA,2,NA,1
1105215,282,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1105216,417,NA,1,NA,1,NA,3,NA,1,NA,2,NA,1
1105301,466,NA,2,NA,1,NA,3,NA,1,NA,1,NA,1
1105302,334,NA,1,NA,2,NA,3,NA,1,NA,1,NA,1
1105303,448,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1105304,336,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1105305,532,NA,1,NA,1,NA,2,NA,1,NA,2,NA,1
1105306,445,NA,1,NA,1,NA,3,NA,1,NA,2,NA,1
1105307,552,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1105308,283,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1105309,315,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1105310,345,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1105311,284,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1105312,259,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1105313,245,NA,1,NA,2,NA,3,NA,1,NA,1,NA,2
1105314,415,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1105315,606,NA,1,NA,1,NA,3,NA,1,NA,2,NA,1
1105316,549,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1105317,281,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1105318,266,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1105319,196,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1105320,308,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1105321,616,NA,2,NA,1,NA,3,NA,1,NA,2,NA,1
1105322,88,NA,1,NA,2,NA,3,NA,1,NA,1,NA,3
1105323,28,NA,1,NA,3,NA,2,NA,1,NA,1,NA,1
1105324,435,NA,1,NA,1,NA,1,NA,1,NA,2,NA,1
1105325,359,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1105326,410,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1105327,326,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1105328,525,NA,3,NA,1,NA,3,NA,1,NA,2,NA,1
1105329,532,NA,1,NA,1,NA,3,NA,1,NA,1,NA,2
1105330,459,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1105331,340,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1105332,386,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1105333,316,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1105334,600,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1105335,385,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1105336,240,NA,1,NA,1,NA,3,NA,1,NA,2,NA,1
1105337,451,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1105401,461,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1105402,318,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1105403,354,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1105404,459,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1105405,261,NA,1,NA,2,NA,3,NA,1,NA,1,NA,1
1105406,466,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1105407,559,NA,2,NA,1,NA,2,NA,1,NA,1,NA,1
1105408,682,NA,2,NA,1,NA,2,NA,1,NA,2,NA,1
1105409,314,NA,1,NA,1,NA,1,NA,1,NA,2,NA,1
1105410,354,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1105411,366,NA,1,NA,1,NA,3,NA,1,NA,2,NA,1
1105412,375,NA,1,NA,1,NA,2,NA,1,NA,2,NA,1
1105413,317,NA,1,NA,1,NA,2,NA,1,NA,2,NA,1
1105414,395,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1105415,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
1105416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1105417,298,NA,1,NA,1,NA,3,NA,1,NA,2,NA,1
1105418,574,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1105419,557,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1105420,435,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1105421,394,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1105422,391,NA,1,NA,1,NA,1,NA,1,NA,2,NA,1
1105423,424,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1
1105424,271,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1105501,317,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1105502,607,NA,2,NA,1,NA,2,NA,1,NA,2,NA,2
1105503,395,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1105504,17,NA,1,NA,3,NA,2,NA,1,NA,1,NA,1
1105505,368,NA,2,NA,2,NA,3,NA,1,NA,3,NA,2
1105506,477,NA,2,NA,1,NA,3,NA,1,NA,2,NA,1
1105507,541,NA,2,NA,1,NA,3,NA,1,NA,2,NA,2
1105508,383,NA,2,NA,2,NA,3,NA,1,NA,1,NA,1
1105509,402,NA,1,NA,1,NA,3,NA,1,NA,3,NA,1
1105510,264,NA,1,NA,1,NA,1,NA,1,NA,2,NA,1
1105511,525,NA,2,NA,1,NA,2,NA,1,NA,3,NA,2
